query001.png,Bus,Hydrant,Palm,Chimney,Motorcycle,Bicycle,Car,Hydrant,Traffic Light,Car
query002.png,Crosswalk,Bridge,Chimney,Palm,Bus,Bridge,Hydrant,Bus,Traffic Light,Palm
query003.png,Chimney,Motorcycle,Bridge,Palm,Bridge,Car,Bus,Bridge,Traffic Light,Traffic Light
query004.png,Bicycle,Motorcycle,Crosswalk,Bus,Motorcycle,Crosswalk,Chimney,Hydrant,Car,Bicycle
query005.png,Bus,Crosswalk,Bridge,Car,Palm,Crosswalk,Motorcycle,Motorcycle,Car,Palm
query006.png,Palm,Motorcycle,Bridge,Car,Car,Hydrant,Hydrant,Motorcycle,Bicycle,Hydrant
query007.png,Crosswalk,Hydrant,Bridge,Chimney,Palm,Motorcycle,Bus,Bus,Crosswalk,Chimney
query008.png,Bus,Traffic Light,Motorcycle,Motorcycle,Palm,Car,Hydrant,Motorcycle,Bridge,Motorcycle
query009.png,Bus,Hydrant,Palm,Motorcycle,Traffic Light,Chimney,Bus,Motorcycle,Bicycle,Motorcycle
query010.png,Bridge,Bus,Motorcycle,Bicycle,Motorcycle,Traffic Light,Crosswalk,Car,Bridge,Car
query011.png,Car,Bus,Palm,Crosswalk,Palm,Car,Car,Car,Bus,Bridge
query012.png,Crosswalk,Motorcycle,Bus,Chimney,Traffic Light,Hydrant,Car,Crosswalk,Bus,Motorcycle
query013.png,Palm,Palm,Hydrant,Crosswalk,Hydrant,Crosswalk,Car,Chimney,Chimney,Bus
query014.png,Traffic Light,Bus,Palm,Chimney,Bicycle,Car,Motorcycle,Hydrant,Hydrant,Motorcycle
query015.png,Palm,Palm,Motorcycle,Crosswalk,Car,Bus,Motorcycle,Chimney,Car,Hydrant
query016.png,Motorcycle,Car,Bicycle,Bus,Bridge,Palm,Bridge,Bus,Palm,Bus
query017.png,Bus,Car,Crosswalk,Crosswalk,Bus,Bus,Bicycle,Hydrant,Car,Motorcycle
query018.png,Bicycle,Bridge,Chimney,Car,Crosswalk,Palm,Chimney,Bus,Hydrant,Bicycle
