query001.png,Crosswalk,Crosswalk,Crosswalk,Crosswalk,Crosswalk,Crosswalk,Crosswalk,Crosswalk,Crosswalk,Crosswalk
query002.png,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle
query003.png,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle
query004.png,Chimney,Chimney,Chimney,Chimney,Palm,Palm,Palm,Traffic Light,Car,Palm
query005.png,Traffic Light,Car,Chimney,Palm,Car,Car,Car,Car,Palm,Car
query006.png,Crosswalk,Crosswalk,Crosswalk,Crosswalk,Crosswalk,Crosswalk,Crosswalk,Crosswalk,Crosswalk,Crosswalk
query007.png,Car,Car,Car,Bicycle,Car,Car,Bridge,Car,Bus,Car
query008.png,Bus,Bus,Bus,Bus,Bus,Bus,Bridge,Car,Bus,Bus
query009.png,Palm,Palm,Palm,Palm,Palm,Palm,Palm,Palm,Palm,Palm
query010.png,Traffic Light,Traffic Light,Traffic Light,Traffic Light,Traffic Light,Traffic Light,Traffic Light,Traffic Light,Traffic Light,Traffic Light
query011.png,Bus,Bus,Bus,Bus,Bus,Car,Bus,Car,Car,Car
query012.png,Chimney,Chimney,Chimney,Chimney,Palm,Palm,Traffic Light,Chimney,Chimney,Chimney
query013.png,Bicycle,Bicycle,Hydrant,Bicycle,Bicycle,Bicycle,Hydrant,Bicycle,Bicycle,Bicycle
query014.png,Bridge,Car,Bridge,Bridge,Bridge,Bridge,Bridge,Bridge,Car,Bridge
query015.png,Palm,Traffic Light,Palm,Palm,Palm,Palm,Palm,Palm,Palm,Palm
query016.png,Bus,Bus,Bus,Bus,Bus,Bus,Bus,Bus,Bus,Bus
query017.png,Car,Car,Car,Car,Car,Car,Car,Car,Car,Car
query018.png,Bus,Bus,Bus,Bus,Bus,Bus,Bus,Car,Bus,Car
query019.png,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle
query020.png,Chimney,Chimney,Palm,Traffic Light,Chimney,Palm,Palm,Hydrant,Chimney,Palm
query021.png,Bicycle,Motorcycle,Bicycle,Bicycle,Bicycle,Bicycle,Motorcycle,Bicycle,Traffic Light,Bicycle
query022.png,Bicycle,Bicycle,Car,Bicycle,Bicycle,Bicycle,Bicycle,Motorcycle,Bicycle,Car
query023.png,Palm,Palm,Palm,Palm,Palm,Palm,Palm,Palm,Palm,Palm
query024.png,Traffic Light,Traffic Light,Traffic Light,Traffic Light,Traffic Light,Traffic Light,Traffic Light,Traffic Light,Traffic Light,Traffic Light
query025.png,Palm,Palm,Palm,Palm,Palm,Palm,Palm,Palm,Palm,Palm
query026.png,Car,Car,Chimney,Car,Car,Car,Bicycle,Chimney,Chimney,Palm
query027.png,Car,Car,Bridge,Car,Car,Car,Car,Car,Crosswalk,Car
query028.png,Hydrant,Palm,Car,Hydrant,Hydrant,Hydrant,Hydrant,Hydrant,Hydrant,Hydrant
query029.png,Car,Car,Car,Car,Bus,Car,Palm,Crosswalk,Car,Car
query030.png,Car,Bus,Car,Car,Car,Crosswalk,Car,Car,Car,Car
query031.png,Bus,Car,Bus,Car,Car,Bus,Car,Car,Car,Car
query032.png,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle
query033.png,Palm,Palm,Palm,Palm,Palm,Palm,Palm,Palm,Palm,Palm
query034.png,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle
query035.png,Bridge,Bridge,Bridge,Bridge,Bridge,Bridge,Bridge,Car,Bridge,Bridge
query036.png,Hydrant,Hydrant,Hydrant,Hydrant,Hydrant,Hydrant,Hydrant,Hydrant,Hydrant,Hydrant
query037.png,Palm,Car,Palm,Palm,Palm,Palm,Palm,Palm,Palm,Palm
query038.png,Bus,Car,Traffic Light,Car,Bus,Bus,Traffic Light,Bus,Bus,Car
query039.png,Hydrant,Hydrant,Traffic Light,Hydrant,Hydrant,Hydrant,Hydrant,Hydrant,Hydrant,Hydrant
query040.png,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle
query041.png,Chimney,Traffic Light,Chimney,Traffic Light,Palm,Palm,Car,Palm,Bridge,Traffic Light
query042.png,Bicycle,Bicycle,Bicycle,Motorcycle,Bicycle,Bicycle,Motorcycle,Car,Car,Bicycle
query043.png,Palm,Palm,Palm,Palm,Palm,Palm,Palm,Car,Palm,Palm
query044.png,Car,Car,Crosswalk,Car,Car,Car,Car,Car,Car,Car
query045.png,Bridge,Bridge,Bridge,Car,Car,Bus,Car,Bridge,Bicycle,Bridge
query046.png,Bicycle,Car,Car,Crosswalk,Car,Car,Car,Car,Car,Car
query047.png,Motorcycle,Motorcycle,Motorcycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle
query048.png,Bridge,Bridge,Bridge,Bridge,Bridge,Car,Bridge,Crosswalk,Bridge,Car
query049.png,Car,Car,Car,Car,Car,Car,Car,Car,Crosswalk,Car
query050.png,Traffic Light,Traffic Light,Traffic Light,Traffic Light,Traffic Light,Traffic Light,Traffic Light,Traffic Light,Traffic Light,Traffic Light
query051.png,Crosswalk,Crosswalk,Crosswalk,Car,Crosswalk,Crosswalk,Crosswalk,Crosswalk,Crosswalk,Crosswalk
query052.png,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bicycle,Bus,Bicycle,Bicycle
